Date,PM2.5,AOD,NO2
2013-01-01,124.90142459033697,0.5696167997159289,27.71370353537151
2013-01-02,105.85207096486447,0.4482307427130785,43.89766276682205
2013-01-03,129.43065614302077,0.4911908755970927,19.128753055121255
2013-01-04,155.69089569224076,0.7169936588080543,20.17508959305436
2013-01-05,102.97539875829992,0.3576317363116077,29.41351830077655
2013-01-06,102.97589129152459,0.3148157268425341,45.778266762447835
2013-01-07,157.37638446522175,0.5783589664798607,28.58362765190939
2013-01-08,133.02304187458725,0.4321356938705897,28.717283297535026
2013-01-09,95.91576842195144,0.468176247225738,19.906627507217337
2013-01-10,126.27680130757894,0.4218843621868886,36.62150709689265
2013-01-11,96.09746921562613,0.47401998592324873,36.672233780305476
2013-01-12,96.0281073928923,0.6598538112096342,35.52352640979937
2013-01-13,117.25886814698103,0.5802128458618119,25.595455290068465
2013-01-14,52.601592660266064,0.5862223511886977,25.05305262138896
2013-01-15,58.252465024609016,0.3583772944207354,20.948144247165207
2013-01-16,93.13137412277082,0.3848846263447131,30.587107512326536
2013-01-17,79.61506638996728,0.21609213405145727,22.43714869505049
2013-01-18,119.42741997785822,0.4190619178917246,21.75808446325498
2013-01-19,82.75927773436368,0.5956703186385659,27.034164981625267
2013-01-20,67.63088895994125,0.5516946515748371,26.575906773710486
2013-01-21,153.96946306764661,0.4778486737047876,26.234150298246313
2013-01-22,103.22671098540393,0.4977699716281947,33.26511217788183
2013-01-23,112.02584614063771,0.4311114457424594,30.553334615051956
2013-01-24,67.2575544135963,0.5204758882401784,27.982907786422174
2013-01-25,93.66851826424451,0.5765878279480615,31.281090498180376
2013-01-26,113.32767769129599,0.3384113212589527,23.059310712267575
2013-01-27,75.47019267733091,0.5299647687837348,30.736950367367747
2013-01-28,121.27094055037016,0.5932434870954667,31.054217449912436
2013-01-29,91.98083930243585,0.458489971103663,19.478671984497637
2013-01-30,101.2491875062017,0.5700700612120584,36.96985628059254
2013-01-31,91.9488016331181,0.7814654444472553,23.829964063411033
2013-02-01,165.56834553526812,0.4895657207013108,30.632168594445044
2013-02-02,109.59508325786199,0.5393307050005324,38.150882183746894
2013-02-03,78.26867213132299,0.42619429163386086,36.479737303997084
2013-02-04,134.67634736309566,0.5181251162602051,30.240333719981848
2013-02-05,73.37469050086933,0.5460271624982304,27.46250697982552
2013-02-06,116.26590785014267,0.5194842340270138,36.632583360028974
2013-02-07,51.20989628360673,0.39803046802911435,34.722864844660336
2013-02-08,70.15441853304708,0.5206361771325451,25.67144485969109
2013-02-09,115.90583707607371,0.6462195938717636,24.43574447098817
2013-02-10,132.1539973998623,0.5448635764514528,15.493513728128013
2013-02-11,115.14104843569912,0.5961987189071841,31.07822289178511
2013-02-12,106.53055152835279,0.4762988029987372,29.42111578487121
2013-02-13,100.96688913232134,0.5749900239423711,37.95333962249779
2013-02-14,65.64434028897718,0.5279267838216526,32.513385654362565
2013-02-15,88.40467374815874,0.4049089270312768,39.339604359208835
2013-02-16,96.18083687120638,0.5318521004798874,25.118450404586802
2013-02-17,141.71366678656747,0.40083033365596893,37.96705231677333
2013-02-18,120.30854868705384,0.43671197251152083,26.297585346267415
2013-02-19,57.10879533911798,0.5189328307292375,35.44317243254591
2013-02-20,119.72251908184384,0.5297244273380124,19.788691252285147
2013-02-21,98.4475315875105,0.3810767534922871,31.64594709556332
2013-02-22,89.69233999082124,0.6053985771182876,16.10718440987863
2013-02-23,128.35028866522603,0.5572006278300473,28.130037598407718
2013-02-24,140.92998567487854,0.4295271564389116,33.08247795714539
2013-02-25,137.93840357348597,0.3462415203550825,26.35322014138233
2013-02-26,84.82347430332084,0.48550954209185687,22.64693659870823
2013-02-27,100.72362872446357,0.455405628613884,35.922829285071536
2013-02-28,119.93790294210692,0.5113140457053023,29.275760471071536
2013-03-01,139.26635381367078,0.46368833388444336,26.573005470785297
2013-03-02,95.6247728646413,0.299254313925499,30.293271448079935
2013-03-03,104.43023070008549,0.46116530616988416,48.45668399361912
2013-03-04,76.80995077981916,0.4694380888931687,38.07451994847081
2013-03-05,74.11380127757988,0.5633661024774059,38.13801567731488
2013-03-06,134.37577467182595,0.43018003253889503,33.04882423294655
2013-03-07,150.68720085712468,0.6678674673372567,31.16539690804003
2013-03-08,107.83969635258998,0.30883594493482425,13.227423981687085
2013-03-09,140.10598693676073,0.6311167497802624,25.247137574758074
2013-03-10,120.84908075142903,0.47756810291218954,26.635979107582678
2013-03-11,90.64640736184627,0.5859584872343556,16.875755551667268
2013-03-12,120.84186816525242,0.5079801484058734,21.898089468491964
2013-03-13,156.1410969939791,0.6139555536025469,16.134144703541562
2013-03-14,108.92521882670145,0.46126380354471885,29.731733150118394
2013-03-15,156.9393096744202,0.3901379574822188,35.73136179594171
2013-03-16,31.40764687730767,0.6420504287271063,37.7474216303703
2013-03-17,134.6570751312567,0.48865193541178586,32.903491234554686
2013-03-18,112.61141204714514,0.522155847362421,23.256225611610017
2013-03-19,101.02977948602398,0.6234751914044795,16.475543890360285
2013-03-20,112.75282329606507,0.3968044757905565,17.701919104189486
